jp,en,file
せっかくの花火大会がロボトル大会になっては,"If the fireworks show is turned into a robattle contest, it is not a good idea.",romfs\story\spt\f06_070_161_00_t031.spt
そしてここは無駄に広い。以上が理由だ。,And this place is huge for nothing. These are the reasons.,romfs\story\spt\f06_070_161_00_t031.spt
そりゃごもっともですけど,"You're quite right, but...",romfs\story\spt\f06_070_161_00_t031.spt
だけど、どうしてここに花火を置くのかな？,But why put fireworks here?,romfs\story\spt\f06_070_161_00_t031.spt
ついでに、もうひとつ頼まれてくれ。,"And while you're at it, do me one more favor.",romfs\story\spt\f06_070_161_00_t031.spt
ですか。,Is it?,romfs\story\spt\f06_070_161_00_t031.spt
では頼んだ。,Then I asked.,romfs\story\spt\f06_070_161_00_t031.spt
どうしてぼくらがその役目を？,Why do we have to play that role?,romfs\story\spt\f06_070_161_00_t031.spt
どうせヒマだろう。,It's probably a hiccup anyway.,romfs\story\spt\f06_070_161_00_t031.spt
なにそれ。,What's that?,romfs\story\spt\f06_070_161_00_t031.spt
なんでしょう。,What is it?,romfs\story\spt\f06_070_161_00_t031.spt
ほおほお、それは楽しそうだ。,"Ho ho ho, that sounds like fun.",romfs\story\spt\f06_070_161_00_t031.spt
人目の届かない倉庫に爆発物は置きたくない。,We don't want to put explosives in a warehouse where people can't see them.,romfs\story\spt\f06_070_161_00_t031.spt
台無しだろう。,It would ruin it.,romfs\story\spt\f06_070_161_00_t031.spt
夏休みの最終日,Last day of summer vacation,romfs\story\spt\f06_070_161_00_t031.spt
戻るぞ。,We're going back.,romfs\story\spt\f06_070_161_00_t031.spt
生徒会主催で花火大会をやると決まったのだ。,It was decided that the student council would host a fireworks display.,romfs\story\spt\f06_070_161_00_t031.spt
花火だ。,Fireworks.,romfs\story\spt\f06_070_161_00_t031.spt
野良メダロットを排除してほしい。,I would like to see stray medallions eliminated.,romfs\story\spt\f06_070_161_00_t031.spt
開催予定地であるビーチの,of the beach where the event is to be held.,romfs\story\spt\f06_070_161_00_t031.spt
あやしい…,Questionable...,romfs\story\spt\f06_070_161_00_t041.spt
ここはひとつ恩を売られておこうよ。,Let's just do them a favor here.,romfs\story\spt\f06_070_161_00_t041.spt
そうねえ、確かにねえ。,"Yes, indeed.",romfs\story\spt\f06_070_161_00_t041.spt
それより、ビーチの件だけど。,"More importantly, about the beach.",romfs\story\spt\f06_070_161_00_t041.spt
だったらなんで、毎度こうも一方的なわけ？,Then why is it always so one-sided?,romfs\story\spt\f06_070_161_00_t041.spt
だってさ。,Because.,romfs\story\spt\f06_070_161_00_t041.spt
どう見ても不自然なんですけど。,It's unnatural no matter how you look at it.,romfs\story\spt\f06_070_161_00_t041.spt
どっちみち、マインちゃんの作業が終わるまで,"Either way, until Mine's work is done.",romfs\story\spt\f06_070_161_00_t041.spt
なんでだろうねえ、う～ん…,I wonder why...hmmm...,romfs\story\spt\f06_070_161_00_t041.spt
ひょっとして元カノ？,Ex-girlfriend by any chance?,romfs\story\spt\f06_070_161_00_t041.spt
ぼくらにできることはないわけだしさ。,There is nothing we can do.,romfs\story\spt\f06_070_161_00_t041.spt
前から気になってたんだけど。,I've been wondering about this for a while.,romfs\story\spt\f06_070_161_00_t041.spt
楽しい花火大会のためにもさ。,"For a fun fireworks display, you know.",romfs\story\spt\f06_070_161_00_t041.spt
部長と生徒会長って、どういう関係？,What is the relationship between the department head and the student body president?,romfs\story\spt\f06_070_161_00_t041.spt
夏2,Summer 2,romfs\story\spt\f06_080_600_00.spt
夏3,Summer 3,romfs\story\spt\f06_080_600_00.spt
夏4,Summer 4,romfs\story\spt\f06_080_600_00.spt
そうねえ。,"Yes, that's right.",romfs\story\spt\f06_080_600_00_t011.spt
そんなことしたって、どうせすぐに,"Even if you do that, it's not going to be long now anyway.",romfs\story\spt\f06_080_600_00_t011.spt
で、どうする？,So what do we do?,romfs\story\spt\f06_080_600_00_t011.spt
とりあえず歩きまわってロボトルしてこうか。,Let's just walk around and robattle for now.,romfs\story\spt\f06_080_600_00_t011.spt
なに、夏休みの最終日まで保てばいいんだから,"No, we just need to keep it until the last day of summer vacation.",romfs\story\spt\f06_080_600_00_t011.spt
また湧いてきちゃうんじゃないの？,"I think they're going to spring up again, aren't they?",romfs\story\spt\f06_080_600_00_t011.spt
大丈夫でしょ。,I'm sure you'll be fine.,romfs\story\spt\f06_080_600_00_t011.spt
海だ！！,The ocean!,romfs\story\spt\f06_080_600_00_t011.spt
イベント4,Event 4,romfs\story\spt\f06_100_600_00.spt
リュウセイ0,Ruusei 0,romfs\story\spt\f06_100_600_00.spt
リュウセイ1,Rusei 1,romfs\story\spt\f06_100_600_00.spt
生徒女2年_F0,Student Woman 2 years_F0,romfs\story\spt\f06_100_600_00.spt
生徒女3年_D0,Student Woman 3 years_D0,romfs\story\spt\f06_100_600_00.spt
生徒男2年_E0,"Student male, 2nd year_E0",romfs\story\spt\f06_100_600_00.spt
生徒男3年_A0,"Student male, 3rd year_A0",romfs\story\spt\f06_100_600_00.spt
Ｒ部出撃,R section sortie,romfs\story\spt\f06_100_600_00.spt
Ｒ部長0,Director R 0,romfs\story\spt\f06_100_600_00.spt
う～ん、想像してた以上に数が多いね。,"Hmmm, there are more of them than I imagined.",romfs\story\spt\f06_100_600_00_t011.spt
おい！,Hey!,romfs\story\spt\f06_100_600_00_t011.spt
ちょっとは少なくなりました？,A little less?,romfs\story\spt\f06_100_600_00_t011.spt
ど、どうです？,How about you?,romfs\story\spt\f06_100_600_00_t011.spt
全部となると、なかなか――,"When it comes to all of it, it's hard to--",romfs\story\spt\f06_100_600_00_t011.spt
実感ないな…,I don't feel it...,romfs\story\spt\f06_100_600_00_t011.spt
…ほう？,...huh?,romfs\story\spt\f06_100_600_00_t021.spt
あれれ？,Huh?,romfs\story\spt\f06_100_600_00_t021.spt
おもしれえ！,Interesting!,romfs\story\spt\f06_100_600_00_t021.spt
こんなところで、なにやってんの？,What are you doing here?,romfs\story\spt\f06_100_600_00_t021.spt
それ、こっちのセリフなんだけど。,That's our line.,romfs\story\spt\f06_100_600_00_t021.spt
なんでお前がここにいるんだよ！,Why are you here?,romfs\story\spt\f06_100_600_00_t021.spt
やあ、アインベッカーくん。,"Hello, Mr. Einbecker.",romfs\story\spt\f06_100_600_00_t021.spt
ダブルブッキングか。,Double booking.,romfs\story\spt\f06_100_600_00_t021.spt
生徒会に頼まれた。,The student council asked me to do it.,romfs\story\spt\f06_100_600_00_t021.spt
花火大会に備えて、野良メダロット討伐中だ。,We are in the process of taking down a stray medallion in preparation for a fireworks display.,romfs\story\spt\f06_100_600_00_t021.spt
…リュウセイ。,...ryusei.,romfs\story\spt\f06_100_600_00_t022.spt
は…っ。,Ha....,romfs\story\spt\f06_100_600_00_t022.spt
オレらとお前ら、どっちが多く,"Who has more, us or you?",romfs\story\spt\f06_100_600_00_t022.spt
勝負しようぜ！,Let's play!,romfs\story\spt\f06_100_600_00_t022.spt
野良メダロットを狩れるか勝負だ！,Let's see if we can hunt stray medallions!,romfs\story\spt\f06_100_600_00_t022.spt
いや信じるよ。きみと不正なんて,"No, I believe you. I don't believe in you and cheating.",romfs\story\spt\f06_100_600_00_t023.spt
こないだの借り、きっちり返してやる！,I'm going to pay you back exactly what I owed you the other day!,romfs\story\spt\f06_100_600_00_t023.spt
さすがのわたしもウンザリしていたところだ。,"As you can imagine, I was getting fed up with it.",romfs\story\spt\f06_100_600_00_t023.spt
しかし、ふむ…,But hmmm...,romfs\story\spt\f06_100_600_00_t023.spt
す、すいません部長！,"I'm sorry, Director!",romfs\story\spt\f06_100_600_00_t023.spt
そうね…,Well...,romfs\story\spt\f06_100_600_00_t023.spt
それではルールだが――,"Okay, here's the rules.",romfs\story\spt\f06_100_600_00_t023.spt
それでも疑わしければ,If you still have doubts...,romfs\story\spt\f06_100_600_00_t023.spt
だろう？,Id.,romfs\story\spt\f06_100_600_00_t023.spt
つい勝手に――,"I'm sorry, I just...",romfs\story\spt\f06_100_600_00_t023.spt
まあいい、では始めるとしよう。,"Oh well, let's get started.",romfs\story\spt\f06_100_600_00_t023.spt
やっはっは。,Yah-ha-ha.,romfs\story\spt\f06_100_600_00_t023.spt
わ、わかりました。,"Wow, I understand.",romfs\story\spt\f06_100_600_00_t023.spt
わかっているなら、いい。,"If you know what you're doing, fine.",romfs\story\spt\f06_100_600_00_t023.spt
アイディアとしては悪くない。,Not bad for an idea.,romfs\story\spt\f06_100_600_00_t023.spt
カウントは、うちのホムラがつとめる。,The count is done by our homura.,romfs\story\spt\f06_100_600_00_t023.spt
カウント開始します！,Start counting!,romfs\story\spt\f06_100_600_00_t023.spt
パイナップル歓迎派のわたしとしては納得いかんが,"As a pineapple-welcoming person, I'm not convinced.",romfs\story\spt\f06_100_600_00_t023.spt
リュウセイ。,Ryusei.,romfs\story\spt\f06_100_600_00_t023.spt
一掃するまで。,Until it's cleaned out.,romfs\story\spt\f06_100_600_00_t023.spt
俺は構わん。,I don't mind.,romfs\story\spt\f06_100_600_00_t023.spt
加えて、先日のメダロット大会の借りも返せる――,"In addition, I can pay back the debt of the recent Medalot Tournament--I'll be back.",romfs\story\spt\f06_100_600_00_t023.spt
勝負となれば、モチベーションにもなる。,"When it comes to competition, it can be a motivating factor.",romfs\story\spt\f06_100_600_00_t023.spt
勝負は、期間内にどちらがより多くのメダロットを,The game is to see who can win more medallions within the time period.,romfs\story\spt\f06_100_600_00_t023.spt
対象メダロットの数が多すぎて,Too many target medallions.,romfs\story\spt\f06_100_600_00_t023.spt
探検部で仕切ってもらっても構わんが――,"I wouldn't mind having the exploration department run it, but--",romfs\story\spt\f06_100_600_00_t023.spt
探検部はどうだ？,How about an exploration club?,romfs\story\spt\f06_100_600_00_t023.spt
数にうんざりしていたのは、こっちも同じだし。,"And we were fed up with the numbers, too.",romfs\story\spt\f06_100_600_00_t023.spt
期間は、このエリアから野良メダロットを,"During the period, stray medallions from this area.",romfs\story\spt\f06_100_600_00_t023.spt
狩ったか、で決めよう。,Let's decide based on whether you hunted or not.,romfs\story\spt\f06_100_600_00_t023.spt
生真面目なやつだ、万が一にも不正はない。,"He's a serious guy, no cheating by any chance.",romfs\story\spt\f06_100_600_00_t023.spt
異存はあるか？,Any objections?,romfs\story\spt\f06_100_600_00_t023.spt
酢豚にパイナップルぐらいあり得ない。,There is no more possible than pineapple in sweet-and-sour pork.,romfs\story\spt\f06_100_600_00_t023.spt
け、けっこう順調じゃないですか？,"It's going pretty well, isn't it?",romfs\story\spt\f06_110_600_00_t021.spt
この調子でいこう。,Let's keep it up.,romfs\story\spt\f06_110_600_00_t021.spt
ふい～。,Whew~.,romfs\story\spt\f06_110_600_00_t021.spt
かもしれん。,Maybe.,romfs\story\spt\f06_110_600_00_t031.spt
この調子だと、あっちのほうが…,"At this rate, that way...",romfs\story\spt\f06_110_600_00_t031.spt
な、なかなかヘビーですね。,"It is quite heavy, isn't it?",romfs\story\spt\f06_110_600_00_t031.spt
ふう。しんど…,Phew. It's tough...,romfs\story\spt\f06_110_600_00_t031.spt
少しペースを上げてかないとな。,We need to pick up the pace a bit.,romfs\story\spt\f06_110_600_00_t031.spt
もう少しです！,Almost there!,romfs\story\spt\f06_120_600_00_t011.spt
エリア内の野良メダロット,Stray medallions in the area,romfs\story\spt\f06_120_600_00_t011.spt
報告します！,Report!,romfs\story\spt\f06_120_600_00_t011.spt
残りは海岸線にあとわずか――,Only a few more to go on the coastline--the rest of them.,romfs\story\spt\f06_120_600_00_t011.spt
こんなことなら、なにか賭けとけばよかったなあ。,"If this is the case, I should have bet on something.",romfs\story\spt\f06_120_600_00_t021.spt
しまった。,I'm sorry.,romfs\story\spt\f06_120_600_00_t021.spt
そういうことは勝ってから言うもんだ。,That's the kind of thing you say after you win.,romfs\story\spt\f06_120_600_00_t021.spt
だいぶ少なくなってきたもんねえ。,There are fewer and fewer of them.,romfs\story\spt\f06_120_600_00_t021.spt
だって。,Because.,romfs\story\spt\f06_120_600_00_t021.spt
なかなかいい調子だと思うが、どうだろうな。,"I think it's in pretty good shape, but I don't know.",romfs\story\spt\f06_120_600_00_t021.spt
コレひょっとして、いけちゃうんじゃ…！？,Maybe I can do this...!,romfs\story\spt\f06_120_600_00_t021.spt
確かにね。,Indeed.,romfs\story\spt\f06_120_600_00_t021.spt
いずれにせよ、残りわずかだ。,"In any case, there are only a few left.",romfs\story\spt\f06_120_600_00_t031.spt
かもな。,Maybe.,romfs\story\spt\f06_120_600_00_t031.spt
とはいえ、勝負としてはどうなの？,"However, what about as a match?",romfs\story\spt\f06_120_600_00_t031.spt
なんか、あいつらばっか倒してる気が…,I feel like I'm beating all those guys...,romfs\story\spt\f06_120_600_00_t031.spt
ラストスパートで挽回しよう。,Let's make up for it in the last spurt.,romfs\story\spt\f06_120_600_00_t031.spt
ミオ0,mio0,romfs\story\spt\f06_130_600_00.spt
主人公0,Main character 0,romfs\story\spt\f06_130_600_00.spt
探検部長0,Director of Exploration 0,romfs\story\spt\f06_130_600_00.spt
結果発表,Announcement of results,romfs\story\spt\f06_130_600_00.spt
